CUST_ID,PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS
C12194,1060.99,20,0,0,4,1300,1162.790308
C12195,739.98,739.98,0,0,6,9500,1167.353193
C12196,3866.29,3058.17,0,0,95,7500,3688.890803
C12197,83,45,481.39493,5,4,2500,568.336744
C12198,0,0,3217.327939,12,0,7500,2955.428583
C12199,3157.86,1979.84,0,0,31,7000,3291.320691
C12200,60,0,0,0,1,2300,111.559902
C12201,84,84,0,0,12,1000,91.67226
C12202,279,279,0,0,4,1400,426.263702
C12203,1664.95,1600.78,0,0,55,4000,1458.490552
C12204,344.86,0,0,0,4,8500,1499.598264
C12205,1849.26,232.5,0,0,19,7000,1522.895942
C12206,0,0,139.395627,1,0,3000,685.053764
C12207,1674.11,1025.11,0,0,43,11500,1166.117797
C12208,2569.94,0,186.415123,1,8,5000,3362.877104
C12209,153.11,0,0,0,2,9000,0
C12210,6814.47,0,0,0,15,13000,1917.817732
C12211,843.03,843.03,0,0,7,2200,1312.375596
C12212,78.47,78.47,332.13781,2,7,8500,3799.466293
C12213,4019.28,0,0,0,19,4500,3728.70891
C12214,542.96,90,268.410928,4,13,2500,195.490243
C12215,0,0,3923.427657,4,0,3000,2804.403394
C12216,0,0,914.794214,1,0,6500,568.212802
C12217,435.08,0,0,0,15,7500,3796.014359
C12218,197,197,0,0,6,1000,224.836018
C12219,2514.74,917.07,3444.750251,11,53,5500,964.935365
C12220,714.68,312,726.955255,2,14,5000,1649.118645
C12221,802.1,0,0,0,21,13000,710.240283
C12222,0,0,1673.75234,1,0,4500,715.12033
C12223,0,0,257.147835,6,0,3000,944.591497
C12224,2635.9,518.98,0,0,54,4500,951.372467
C12225,1699.87,437.83,0,0,31,1800,2096.121508
C12226,431.93,298.43,47137.21176,123,21,19600,39048.59762
C12227,780,0,0,0,2,3200,196.173726
C12228,839.14,419.26,0,0,16,6000,362.337779
C12229,1850.23,1850.23,0,0,18,14000,1826.882329
C12230,50,0,457.650652,5,1,3500,3389.03546
C12231,1967.86,1409.17,0,0,140,11500,1413.122627
C12232,1313.26,1313.26,0,0,28,11500,1129.248446
C12233,0,0,253.554601,8,0,1800,574.233323
C12234,0,0,382.272435,2,0,5000,846.397004
C12235,504,504,0,0,20,2500,818.64282
C12236,493.5,0,0,0,3,4000,3308.04995
C12237,133.16,133.16,0,0,2,16000,0
C12238,0,0,3700.154118,25,0,1600,3263.474102
C12239,1907.2,1907.2,0,0,10,9500,2111.91778
C12240,0,0,76.027194,1,0,1200,371.902953
C12241,0,0,3771.115165,15,0,5000,138.855523
C12242,552.09,457.09,0,0,13,12000,601.430928
C12243,284.13,284.13,0,0,11,4000,274.729879
C12244,2402.64,1865.43,0,0,48,8500,2022.102581
C12246,174.12,174.12,0,0,12,4000,0
C12247,548,0,660.523355,5,7,5000,1158.922139
C12248,0,0,510.618121,3,0,2100,746.145517
C12249,250,0,2804.350229,7,1,3000,864.527484
C12250,883.94,142.5,0,0,15,6000,2790.54214
C12251,1650.52,1650.52,1025.434108,2,21,2500,1916.054676
C12252,0,0,185.909531,1,0,3000,773.831303
C12253,1015.91,722.5,0,0,23,10500,938.131271
C12254,237.99,0,0,0,2,4500,543.788113
C12255,1261.99,120,0,0,16,3000,18.496532
C12256,2405.97,223.75,0,0,36,10000,2105.342196
C12257,0,0,2744.808962,3,0,6000,1748.960475
C12258,0,0,3130.155158,5,0,3500,1927.253932
C12260,0,0,1259.175202,7,0,2500,281.884143
C12261,0,0,256.100571,1,0,3000,658.61387
C12262,160,0,2956.595415,4,1,3000,692.776517
C12263,1,0,859.297788,2,1,7000,944.992262
C12264,542.94,542.94,0,0,8,4000,955.283993
C12265,0,0,9596.316702,6,0,13000,1599.792795
C12266,958.73,958.73,0,0,30,1500,1187.648889
C12267,59.4,0,2734.176725,11,1,10000,1502.934235
C12268,273.8,0,0,0,1,5500,174.52575
C12269,0,0,2506.67355,10,0,4000,1003.664133
C12270,282.62,249,0,0,5,6000,388.872739
C12271,73.8,73.8,595.036388,6,4,2000,514.586639
C12272,2289.92,705.52,0,0,37,10500,2065.553347
C12273,3591.81,1139.25,554.07167,2,74,10450,8438.775135
C12274,3387.47,1449.34,0,0,86,8500,1312.481879
C12275,793.1,0,6245.023709,15,13,10000,1261.909483
C12276,254.37,254.37,0,0,10,4000,206.073166
C12277,2338.83,0,1959.553078,2,42,7500,6545.07776
C12278,324.6,324.6,0,0,12,3000,320.218246
C12279,90,0,4032.071583,13,1,11150,1566.916181
C12280,0,0,442.372527,2,0,1500,540.400104
C12281,2217.94,1227.48,3533.146705,5,16,10500,3075.113742
C12282,22.68,22.68,0,0,1,11500,906.092735
C12283,8.4,0,0,0,12,7500,1001.17541
C12284,0,0,3454.101774,12,0,6500,1868.475426
C12285,1109.91,0,0,0,21,9500,2137.485075
C12286,2555.91,1861.02,0,0,20,5000,12020.18009
C12287,2289.42,1062.34,0,0,37,9500,2184.371316
C12288,565,0,0,0,3,2200,2511.315474
C12289,2061.55,1692,0,0,30,8500,2200.93868
C12291,0,0,0,0,0,4000,192.787345
C12292,184.68,184.68,0,0,12,2900,2837.204108
C12293,55.55,55.55,0,0,1,6000,0
C12294,0,0,243.61411,1,0,1800,559.556519
C12295,2746.84,576.84,0,0,59,2500,2562.579256
C12296,1219.39,755,4473.3497,8,8,2000,4115.217914
C12297,0,0,126.637116,3,0,1500,279.782836
C12298,318.79,0,0,0,2,6000,603.896667
C12299,0,0,68.919596,1,0,600,50.406698
C12300,872.94,735.64,0,0,24,10000,721.050386
C12301,388.54,388.54,0,0,5,12000,377.974097
C12302,1798.66,434.44,1569.577102,6,36,9000,1156.783897
C12303,279.56,279.56,0,0,8,3000,347.911693
C12304,0,0,157.152652,1,0,2000,538.443435
C12305,2417.91,114,3508.775536,9,21,8000,3468.393326
C12306,826.77,162.56,0,0,18,1500,1182.627097
C12307,0,0,45.026228,1,0,1000,161.400987
C12308,916.46,388.68,0,0,12,10500,2243.559789
C12309,251.38,150.1,506.605228,3,12,7500,2853.276447
C12310,0,0,17278.53864,56,0,12000,15884.69746
C12311,1196.35,250.56,0,0,37,5500,1597.772035
C12312,1443.33,0,0,0,1,6000,1027.149996
C12313,400,0,0,0,1,4000,137.20573
C12314,899.58,486.3,450.252732,4,34,2500,850.186851
C12315,1224.99,1224.99,0,0,26,7500,1130.359054
C12316,0,0,3936.354616,5,0,1800,3633.579097
C12317,112.57,0,70.564078,1,3,1800,595.55337
C12318,0,0,2034.69483,14,0,2000,1373.649725
C12319,1245.33,0,2697.454999,10,18,7000,1287.745322
C12320,140.2,0,0,0,12,6500,432.72779
C12321,3618.19,813.4,0,0,40,15000,3570.597218
C12322,270.97,163.82,0,0,7,10000,1293.523382
C12323,792.14,88.56,0,0,18,1500,397.388693
C12324,453.91,135,927.939586,8,8,6000,350.387978
C12325,654,354,0,0,17,2400,1149.733036
C12326,540,0,0,0,9,4000,2136.389192
C12327,1910.13,58.07,0,0,35,13000,5142.624134
C12329,687.97,145,3406.90934,12,11,7500,2358.946309
C12330,5835.57,1860.87,0,0,53,9000,6083.426724
C12331,1060,0,0,0,1,2100,189.106448
C12332,11507.4,5602.62,0,0,148,10500,10414.467
C12333,290,290,0,0,9,6000,326.635918
C12334,80,0,1147.891529,3,1,15000,1963.299182
C12335,45.65,0,19.995297,1,1,1000,335.809644
C12336,6842.23,1904.1,0,0,112,3500,5588.683151
C12337,211.22,128.22,3214.78962,23,6,3500,1664.863771
C12338,470.54,331.16,8753.243163,39,14,10000,11721.86573
C12339,1450,0,0,0,1,1500,397.090516
C12340,170.07,51.87,0,0,2,6000,248.81801
C12341,105.78,0,0,0,6,3500,199.171196
C12342,330.89,259.49,2649.967098,18,7,6000,703.005516
C12343,897.42,213.3,0,0,27,7000,965.182597
C12344,0,0,72.681585,1,0,1500,317.211622
C12345,316.78,316.78,0,0,15,4500,1308.806298
C12346,426.83,0,0,0,5,6000,195.490843
C12347,4340.42,732.25,7028.901031,29,59,11500,16616.23528
C12348,1672.35,101,310.806852,3,15,5500,1437.155317
C12349,448.07,0,3474.764847,4,7,3000,3537.693441
C12350,219.37,0,0,0,12,6000,216.850592
C12351,724.83,724.83,0,0,7,1500,1462.037592
C12352,29.6,0,838.60032,2,1,6000,1576.039085
C12353,144.49,0,0,0,6,1500,348.50421
C12354,252,0,0,0,3,1800,833.515706
C12355,788.14,0,0,0,2,9000,1041.707049
C12356,1141.24,142.16,0,0,12,1200,1225.983876
C12357,2702.57,759.8,0,0,32,3000,1942.140315
C12358,1286.34,1286.34,0,0,35,2100,1470.711716
C12359,2469.28,1563.3,5839.680075,27,33,8000,1226.857482
C12360,161.5,0,0,0,1,3000,912.737392
C12361,96.2,96.2,0,0,10,9000,326.168469
C12362,2329.12,761.9,0,0,31,5500,812.097275
C12363,0,0,37.691257,2,0,1500,323.642185
C12364,1083.12,1083.12,0,0,24,4000,383.231247
C12365,1155.4,0,0,0,1,2000,1264.974166
C12366,45.65,0,0,0,1,1200,287.581425
C12367,4399.07,693.94,1838.093797,4,80,11150,1834.501318
C12368,67.44,0,0,0,1,4000,82.000743
C12369,181.63,0,2252.747969,17,13,1800,2588.459613
C12370,0,0,1350.155793,1,0,1500,276.229102
C12371,0,0,1145.252721,4,0,1200,1402.659723
C12372,1593.29,1379.09,0,0,36,7000,1660.750541
C12373,0,0,1270.287892,9,0,7000,1026.076088
C12374,398.64,398.64,0,0,12,1500,364.300862
C12375,0,0,1374.764359,1,0,1500,360.729411
C12376,0,0,3776.644822,2,0,6000,2924.470714
C12377,0,0,3318.487381,8,0,7500,1417.970244
C12378,176.03,0,0,0,1,7000,0
C12381,312.1,312.1,0,0,7,2000,497.127166
C12382,1562.43,1313.19,0,0,42,13000,1851.996908
C12383,1721.66,1170.49,0,0,27,10000,1065.894938
C12384,8665.38,2544.98,0,0,104,9500,8216.880805
C12385,1036.68,886.68,1789.779133,11,22,1700,2790.066228
C12386,0,0,1307.898095,2,0,3000,470.841807
C12387,1439.49,846.49,0,0,31,6000,1323.74446
C12388,190.45,0,49.196465,1,2,8500,155.609598
C12389,1151.91,536.06,442.688396,2,13,1000,632.225833
C12390,724.52,524.52,0,0,13,4000,529.362717
C12391,715.51,606.51,494.573662,1,11,3500,918.003032
C12392,0,0,77.012362,1,0,1000,197.631228
C12393,0,0,58.697369,3,0,1200,290.331406
C12394,158.34,158.34,0,0,4,6000,182.175514
C12395,173.48,0,382.582455,6,3,3000,869.253948
C12396,0,0,519.538738,5,0,6000,2161.530837
C12397,117.32,0,5573.767921,7,3,1500,4017.742718
C12398,1049,1049,0,0,14,5000,1072.021707
C12399,23.91,0,0,0,4,15500,31.845894
C12400,1132.36,754.92,0,0,43,2500,410.973222
C12401,82,0,0,0,2,4200,350.773984
C12402,0,0,2506.083985,6,0,18000,3447.733455
C12403,664.61,618.91,945.736707,3,15,7500,453.692206
C12404,2251.62,287.57,141.021854,1,20,9500,2258.1657
C12405,2514.3,1529.19,0,0,32,5000,2095.014385
C12406,179,179,0,0,6,4000,308.793382
C12407,3108.01,3108.01,0,0,16,10500,3166.91554
C12408,93.31,0,789.697144,2,1,3500,670.719989
C12409,2877.09,1316.05,204.935422,2,51,3500,2975.275558
C12410,2331.68,1243.64,10291.12574,10,34,17500,2543.033209
C12411,11.41,0,0,0,2,10000,7280.584479
C12412,3873.5,1231.36,2306.919698,6,50,8500,3729.948989
C12413,538.51,0,7232.069823,20,4,12000,1355.948713
C12414,775,410,0,0,8,8500,920.748289
C12415,398.08,398.08,6694.105562,20,9,8000,8092.781701
C12416,0,0,4253.311089,10,0,6000,2657.196453
C12417,0,0,4058.539188,15,0,10000,168.100048
C12418,1763.89,1505.46,0,0,195,6500,2557.841292
C12419,405.61,405.61,0,0,23,2200,612.674738
C12420,818.64,818.64,0,0,24,1000,976.831849
C12421,0,0,4524.312762,4,0,5000,3246.575307
C12422,983.24,0,2329.181013,7,4,14000,3468.13596
C12423,611.71,20,0,0,11,1200,1019.527645
C12424,627.23,133.75,1055.558646,3,17,2500,1030.373212
C12425,0,0,966.297398,2,0,9500,1348.018275
C12426,0,0,899.346012,2,0,1200,1065.666403
C12427,878.29,247.02,0,0,13,8500,883.744982
C12428,1787.83,1661.59,458.961661,1,61,4000,574.055852
C12429,299.9,0,0,0,3,4200,502.64224
C12430,875.38,875.38,0,0,16,6500,688.546903
C12431,380,0,1004.279993,11,6,1200,415.924157
C12432,2354.06,2138.19,0,0,51,4000,2230.320729
C12433,2530.12,0,157.109678,3,85,2500,3275.790625
C12434,1168.75,1168.75,3183.037625,5,11,16500,3906.738592
C12435,2066.08,820.78,0,0,41,7500,2597.718416
C12436,9113.78,2975.21,0,0,128,12000,7035.994095
C12437,824.77,446.96,1214.495468,6,25,1800,534.728641
C12438,0,0,648.228793,1,0,2400,3112.377295
C12439,0,0,4679.312402,8,0,17000,8946.495566
C12440,462.7,300,0,0,7,1800,1193.383862
C12441,462.99,462.99,0,0,12,13500,519.307161
C12442,1624.05,418.3,0,0,13,8500,3794.796448
C12443,0,0,972.223685,1,0,4000,1968.065171
C12444,233.9,0,0,0,5,10500,33.010201
C12445,504.2,504.2,0,0,20,1000,476.370018
C12446,7184.73,665.54,0,0,78,11500,2250.502094
C12447,324.96,324.96,1392.925291,5,12,5500,938.073283
C12448,0,0,93.437109,3,0,2000,411.517239
C12449,946,410,0,0,18,6500,804.255916
C12450,0,0,1433.85482,4,0,1500,164.003621
C12451,0,0,107.710567,1,0,7000,1064.575065
C12452,1176.93,1176.93,0,0,23,7500,1319.009967
C12453,225.6,225.6,0,0,12,4000,268.500244
C12454,847.88,847.88,0,0,11,5000,757.48839
C12455,1893.89,350,970.708796,1,27,9500,1607.021526
C12456,1878.54,679.65,1154.965664,8,14,3500,3185.017063
C12457,2542.61,1846.53,0,0,27,7500,3158.530331
C12458,0,0,7216.489768,9,0,10000,696.538922
C12459,366.68,366.68,175.284005,2,4,3000,679.431948
C12460,123.24,0,7949.596045,32,2,14500,9438.180272
C12461,803.22,803.22,901.628291,3,21,1000,866.009167
C12462,0,0,6218.171457,23,0,7000,5878.42845
C12463,177,0,0,0,1,1950,170.47103
C12464,4201.13,398.92,3306.574157,11,82,5500,6091.906636
C12465,1126.68,93.08,1831.160025,5,20,7000,1382.179262
C12466,0,0,236.955668,4,0,3000,714.738754
C12467,263.04,0,1460.777849,3,1,2300,4228.186416
C12468,2610.3,1707.7,0,0,34,8500,2217.869091
C12469,0,0,916.37094,2,0,2400,303.052882
C12470,0,0,3417.227455,9,0,4000,1171.807751
C12471,5446.88,1980.66,0,0,45,9500,5623.305898
C12472,140.6,0,953.934018,3,2,5500,1151.202909
C12473,9134.26,7131.36,0,0,65,10500,3579.298838
C12474,3044.6,0,684.269093,1,2,3000,8987.534163
C12475,153.18,91.28,0,0,11,2500,99.085409
C12476,1175.35,143.5,2271.555171,11,19,14000,2949.673416
C12477,522,522,0,0,14,1000,472.580919
C12478,1160.66,1125.76,0,0,37,1500,1152.518504
C12479,3042.08,1623.01,0,0,98,8500,2764.893686
C12480,765,0,0,0,1,2000,204.464151
C12481,1595.93,0,4359.32575,17,25,6000,905.844846
C12482,313.89,313.89,0,0,19,6000,0
C12483,890,490,0,0,7,3000,640.607666
C12484,2226.06,2226.06,0,0,14,8500,2507.587709
C12485,110,0,1134.891542,7,1,1200,697.009124
C12486,0,0,2928.671045,2,0,9000,854.431761
C12487,62.7,0,0,0,1,3000,125.780361
C12488,587.34,587.34,0,0,14,11500,549.036894
C12489,4666.51,201.75,4120.44084,10,46,7500,6153.484827
C12490,453.24,453.24,0,0,12,2000,435.997908
C12491,694.91,657.41,0,0,15,7500,1016.090423
C12492,868,868,0,0,6,4000,618.964215
C12493,2358.28,186.48,144.017573,2,28,2500,1175.753031
C12494,1639.97,668,0,0,20,7000,1579.491353
C12495,775.42,126,7362.379262,11,16,14000,2885.335197
C12497,0,0,370.098258,2,0,3000,91.692752
C12498,0,0,557.526465,2,0,2750,933.01991
C12499,858.5,0,356.570057,3,13,7000,748.290167
C12500,0,0,1274.199991,1,0,6000,1009.287105
C12501,600,600,1433.189324,6,6,4700,1154.910275
C12502,300.68,300.68,0,0,1,5000,3142.651675
C12503,0,0,298.659126,1,0,6000,3842.787673
C12504,55.69,0,56.453676,1,3,1200,266.286419
C12505,4468.71,598.56,0,0,53,4000,4009.961094
C12506,1000,0,4360.872498,7,1,14000,1365.324882
C12507,816,177.09,0,0,15,11500,947.039165
C12508,521.31,381.31,0,0,20,3000,616.095965
C12509,469,469,0,0,6,1000,541.359082
C12510,476.16,476.16,0,0,48,2000,791.091826
C12511,561.25,186,1222.725542,15,4,8000,1854.156679
C12512,346.3,346.3,0,0,7,1800,340.376582
C12513,0,0,3843.962731,2,0,8000,1534.809766
C12514,812.97,214.88,0,0,24,6000,1314.537349
C12515,1082.98,585.9,4504.545269,26,26,18500,1964.195588
C12516,1137.62,478,3116.44095,12,16,6200,536.091856
C12517,2326.52,2189.72,0,0,75,3500,2374.80576
C12518,1070.73,637.93,0,0,27,10000,1229.025203
C12519,1398.21,154.71,0,0,16,7000,257.24454
C12520,1470.24,587.46,4962.936839,33,29,7000,4760.677367
C12521,0,0,1966.812413,1,0,8500,2953.858729
C12522,0,0,9894.067335,30,0,9000,8778.87795
C12523,0,0,2436.107429,4,0,2900,3092.937061
C12524,29.5,0,103.141056,4,1,3000,508.056466
C12525,0,0,973.656086,5,0,1200,253.475631
C12526,262.71,262.71,0,0,7,4000,404.572322
C12527,4115.98,140,0,0,31,5000,3922.394684
C12528,0,0,23130.82106,23,0,15000,18341.95467
C12529,118.16,0,472.818286,1,2,2500,192.781455
C12530,853.3,0,0,0,3,2000,851.921672
C12531,2267.38,592.63,282.991201,2,41,4500,3644.186477
C12532,104.95,104.95,0,0,4,1500,271.567821
C12533,470.69,413.69,0,0,5,18000,746.951133
C12534,932.03,700.16,987.069944,1,5,5500,3170.370677
C12535,307.12,0,0,0,2,8500,3421.846931
C12536,0,0,97.106059,4,0,1500,201.425194
C12537,57,0,10239.08859,6,1,12500,15043.66508
C12538,2601.6,2601.6,0,0,12,1800,2582.18354
C12539,0,0,2873.077058,4,0,7000,1362.424363
C12540,440,440,1472.061257,3,4,3000,584.787421
C12541,716.76,662.3,2365.445125,10,33,7000,1364.331914
C12542,4236.36,1911.2,0,0,29,18500,3746.674803
C12543,935.71,935.71,5093.44832,3,34,6000,6409.769007
C12544,473.51,403.51,1031.583943,4,11,7500,1593.897063
C12545,885.44,885.44,0,0,111,1000,1057.25415
C12546,493.34,233.34,0,0,6,9500,1050.91005
C12547,2155.13,829.79,1650.039631,17,75,7500,9689.602075
C12548,888.98,0,1825.929322,2,7,6000,1179.34586
C12549,2513.46,0,6181.23369,12,6,9000,4776.370808
C12550,1475.23,0,0,0,14,4000,1595.023315
C12551,3441.3,1024.6,0,0,26,11500,1385.717858
C12552,2308,1700,0,0,9,3000,245.914697
C12553,182.08,182.08,0,0,8,1500,191.067061
C12554,1377.31,549.96,133.878836,1,14,16000,1770.052426
C12555,255.75,68.75,0,0,5,3500,599.044421
C12556,255.7,26.68,14.222216,1,8,6500,620.437714
C12557,1071.8,51.8,752.292181,3,6,2500,4763.080391
C12558,1063.69,1063.69,0,0,29,7000,1928.089519
C12559,1347.7,1347.7,0,0,9,15500,2704.076105
C12560,75.5,0,0,0,2,5000,485.389275
C12561,0,0,10590.41113,1,0,11500,1828.239171
C12562,0,0,2660.070252,7,0,7000,1408.437818
C12563,0,0,3766.7883,5,0,9000,750.543668
C12564,0,0,9085.908764,19,0,7500,10339.93845
C12565,291.62,291.62,1461.717523,4,7,1500,276.342352
C12566,1325.21,308,0,0,14,3000,860.265446
C12567,229,0,0,0,4,150,119.62682
C12568,0,0,1922.461395,4,0,5500,1481.136548
C12569,585.68,139.7,856.77615,19,12,4500,1368.204953
C12570,0,0,1630.319983,4,0,2000,1898.347582
C12571,1627,0,0,0,12,1200,1897.171179
C12572,2310.61,935,0,0,33,18000,2588.893066
C12573,1780.79,700.14,657.93913,5,93,17000,1230.806488
C12574,5176.62,0,0,0,33,8500,4971.981428
C12575,265.97,265.97,0,0,14,1000,224.528678
C12576,1026.26,0,256.963408,1,12,11000,1322.74282
C12577,2692.65,620.33,0,0,45,1500,2375.560677
C12578,0,0,68.520455,1,0,1200,281.613657
C12579,0,0,872.983058,10,0,1200,253.663706
C12580,3729.7,1560.35,0,0,81,8000,4974.329762
C12581,0,0,79.435812,3,0,1500,303.776791
C12582,561.38,561.38,0,0,32,1500,482.868194
C12583,609,609,0,0,12,2500,893.429001
C12584,1074,0,0,0,2,5500,0
C12585,190.54,190.54,2467.204866,4,6,1200,2365.524893
C12586,420.88,420.88,429.481253,4,7,4500,1190.41941
C12587,30,0,1484.671104,11,1,1500,1839.908719
C12588,0,0,2838.753109,3,0,3000,4634.133777
C12589,3629.8,3579.8,2538.561644,5,254,7500,8259.411897
C12590,1080,1080,3968.684047,29,24,8500,4365.058558
C12591,0,0,1075.239192,4,0,1200,1321.798347
C12592,1672.99,700.98,0,0,25,1600,1306.526458
C12593,0,0,4561.090005,7,0,2500,4847.513095
C12594,248.31,248.31,0,0,10,9500,36.844388
C12595,701.25,701.25,0,0,5,3500,1834.431851
C12596,4378.8,1183.22,0,0,19,10000,2241.246911
C12597,10243.48,5926.66,0,0,56,7500,11112.38396
C12598,481.75,50,0,0,20,1200,449.280028
C12599,993.5,97.5,0,0,9,6500,980.963861
C12600,200,0,108.408059,1,1,3500,1322.74089
C12601,3161.02,1148.64,0,0,22,7000,2608.402427
C12602,1197.12,0,0,0,12,9000,936.326494
C12603,1759.46,0,3240.789709,16,11,7000,226.879675
C12604,294,294,0,0,12,5000,303.409519
C12605,0,0,7013.528326,13,0,7000,864.1411
C12606,0,0,797.536774,2,0,3000,893.62955
C12607,86.69,0,715.747319,2,1,5500,313.750208
C12608,952.16,489.12,0,0,24,7000,913.302873
C12609,92.02,92.02,0,0,6,1600,100.915736
C12610,796.9,796.9,0,0,9,1950,1475.770687
C12611,1319.19,22.5,1581.026455,6,27,1200,2853.125011
C12612,0,0,930.378581,2,0,1800,1753.60425
C12613,585.87,0,0,0,12,10000,570.478919
C12614,0,0,3176.804663,2,0,3500,4404.853578
C12615,0,0,275.166058,1,0,1950,558.164261
C12616,0,0,99.110887,2,0,2500,564.37975
C12617,133.86,133.86,0,0,6,9500,148.214416
C12618,1451.5,0,0,0,54,1200,210.435488
C12619,528.08,0,0,0,16,2000,384.322913
C12620,0,0,2181.390333,7,0,7000,1327.690018
C12621,0,0,1672.653551,4,0,2500,589.389711
C12622,407.81,56,2790.468488,7,4,5000,2189.546633
C12623,815.34,666.3,0,0,14,2500,361.786239
C12624,4391.87,448.5,422.496562,2,46,16500,4962.461845
C12625,2445.24,191.48,0,0,36,3400,2082.619124
C12626,0,0,430.534073,2,0,2500,943.909555
C12627,351.54,290,0,0,13,3000,585.022975
C12628,0,0,3988.242395,7,0,11500,2699.969008
C12629,141.8,0,1651.286918,12,2,10000,933.969974
C12630,0,0,320.869981,8,0,8500,273.383468
C12631,0,0,793.848237,1,0,1350,0
C12632,1218.24,1218.24,0,0,18,5000,1040.640647
C12633,1319.26,0,0,0,1,3500,98.018318
C12634,2984.34,229.42,0,0,28,14500,1885.940209
C12635,614.01,141,6791.261503,8,14,7500,7324.826511
C12636,0,0,335.348071,2,0,1800,463.88804
C12637,0,0,244.88819,2,0,1200,440.519737
C12638,0,0,274.3843,1,0,2000,566.302426
C12639,0,0,2014.386387,2,0,1400,2185.891694
C12640,569.02,322.13,1431.673728,3,6,3200,589.35887
C12641,2729,1320,0,0,14,16500,1275.398838
C12642,2753.35,793.35,0,0,8,9000,861.251403
C12643,87.3,87.3,0,0,1,8000,669.767901
C12644,0,0,2810.45573,2,0,7500,2811.544882
C12645,1184.98,427.03,6370.145895,18,14,7000,4291.341088
C12646,0,0,559.200528,5,0,1200,1071.879544
C12647,3342.9,1435,436.15809,5,45,2500,1685.441335
C12648,1225.79,1225.79,6560.352738,10,58,5100,7799.250959
C12650,0,0,39.265903,1,0,1200,286.46296
C12651,139.67,0,3365.390269,22,6,6000,3313.162847
C12652,66.72,66.72,0,0,4,1000,254.277454
C12653,577.98,219.96,2191.528662,7,13,6000,1771.36501
C12654,0,0,2925.55754,9,0,8500,1738.415018
C12655,803.95,0,0,0,8,1000,1134.379946
C12656,340.57,90.09,2671.441618,10,8,6000,1282.359
C12657,451.01,451.01,0,0,78,7500,481.372024
C12658,617.3,447.5,282.667958,4,12,2500,1436.234437
C12659,360,360,0,0,6,3000,286.431721
C12660,0,0,1783.362859,10,0,1400,1811.558237
C12661,1955.98,1955.98,0,0,53,2500,1891.721179
C12663,350.31,350.31,153.173663,3,3,4500,398.335288
C12664,291.7,291.7,0,0,7,2500,453.889925
C12665,382.5,72.5,0,0,7,1950,463.938794
C12666,176.65,109.96,152.712134,1,14,2500,857.979134
C12667,2203.68,427,1076.466158,3,25,6000,2007.453777
C12668,14.28,14.28,0,0,5,10500,1263.292815
C12669,3419.92,0,7837.414142,12,8,12000,10934.50273
C12670,921.94,665.84,5903.784384,6,20,5000,6368.638423
C12671,0,0,2593.398852,1,0,3000,2607.110273
C12672,437.6,0,4638.435613,7,1,14500,1092.822745
C12673,0,0,36.582227,1,0,1500,1572.905114
C12674,0,0,2007.044461,11,0,5000,1305.912583
C12675,141,101,1072.395255,3,7,4350,3843.798591
C12676,889.66,309.57,0,0,34,2500,2612.998677
C12677,375.23,375.23,0,0,11,6000,390.112154
C12678,169.19,0,464.040014,1,2,3200,1108.374243
C12679,0,0,673.644618,3,0,1000,319.088414
C12680,223.34,223.34,0,0,9,500,498.401939
C12681,0,0,949.587804,2,0,8500,1260.875219
C12682,0,0,2230.439984,7,0,7500,1752.332514
C12683,45.65,0,2475.656139,10,1,1500,2643.105215
C12684,231.4,0,4109.465221,20,3,13500,1593.617739
C12685,602.07,602.07,0,0,15,1800,676.487532
C12686,265.22,0,0,0,2,3000,332.755679
C12687,664.05,0,0,0,5,7500,728.19268
C12688,447.5,0,1664.47374,8,6,8000,1907.59974
C12689,2128.56,1092.32,2346.894867,8,27,7200,5564.776852
C12690,912.1,242.22,752.060162,11,16,1200,1476.333722
C12691,383.2,0,49.167984,1,2,11000,1061.683135
C12692,910.51,910.51,0,0,14,7000,884.056926
C12693,789.45,0,0,0,5,2500,1370.171713
C12694,758.5,758.5,0,0,12,3000,860.545375
C12695,0,0,258.13761,8,0,1200,503.164651
C12696,644.99,644.99,0,0,33,4000,579.016837
C12697,60,0,0,0,1,4000,0
C12698,1068.28,1068.28,0,0,18,1000,828.169919
C12699,420,133,0,0,7,7500,519.436959
C12700,462.86,462.86,0,0,34,3000,381.3599
C12701,164.9,0,1806.070919,10,2,2000,190.995312
C12702,0,0,549.062884,2,0,2000,408.068987
C12703,1666.95,1666.95,0,0,38,2500,1326.099687
C12704,0,0,1560.735908,2,0,1500,792.623374
C12705,1556.66,643.96,0,0,41,11000,2285.324243
C12706,1090.69,274.99,0,0,17,1800,0
C12707,170,0,3260.296078,11,1,9000,1541.113331
C12708,635.76,471.44,3863.40531,13,17,10000,3161.148768
C12709,141.81,0,2431.292076,10,2,8000,993.289914
C12710,220.62,0,0,0,3,2000,608.782428
C12712,2826.99,1330.4,0,0,97,3000,1748.687628
C12713,784.63,167.09,0,0,16,9000,1072.433416
C12714,0,0,78.763096,2,0,1500,395.136073
C12715,61.46,61.46,0,0,6,4000,399.369214
C12716,1450,0,2260.73569,2,1,9000,1010.845518
C12717,1977.5,1230,611.974158,1,21,3500,1068.053378
C12718,1895.25,1353.68,0,0,23,9000,1711.89518
